id,이름,종류,주소,연락처,평일,주말,휴무
P455,강릉 하얀우드 애견동반펜션,D003,강원도 강릉시 저동 478-3,0505-356-9602,00:00-23:59,00:00-23:59,-
P456,강릉 해송펜션,D003,강원도 강릉시 안현동 190,0505-356-9518,00:00-23:59,00:00-23:59,-
P457,강릉 해피몽펜션,D003,강원도 강릉시 성산면 보광리 881-2,010-5242-2290,00:00-23:59,00:00-23:59,-
P458,강릉자연펜션,D003,강원도 강릉시 연곡면 삼산리 794-5,010-9957-2582,00:00-23:59,00:00-23:59,-
P459,강촌 뮤직 펜션,D003,강원도 춘천시 남산면 강촌리 390,010-8892-8688,00:00-23:59,00:00-23:59,-
P460,강화 로만티카애견리조트,D003,인천광역시 강화군 화도면 흥왕리 917,010-6231-6393,00:00-23:59,00:00-23:59,-
P461,강화 마니산스토리,D003,인천광역시 강화군 화도면 여차리 645-2,010-8232-8555,00:00-23:59,00:00-23:59,-
P462,강화 바다네 스파펜션,D003,인천광역시 강화군 길상면 선두리 890-15,0505-356-9622,00:00-23:59,00:00-23:59,-
P463,강화 바다이야기펜션,D003,인천광역시 강화군 삼산면 매음리 878-3,010-3129-7549,00:00-23:59,00:00-23:59,-
P464,강화 뷰나인 애견펜션,D003,인천광역시 강화군 화도면 내리 2159-15,010-9003-4515,00:00-23:59,00:00-23:59,-
P465,강화 석모도 박정아펜션,D003,인천광역시 강화군 삼산면 매음리 1046-9,032-933-4888,00:00-23:59,00:00-23:59,-
P466,강화 성지펜션,D003,인천광역시 강화군 양도면 하일리 334-1,010-3741-3181,00:00-23:59,00:00-23:59,-
P467,강화 아우라 독채펜션,D003,인천광역시 강화군 화도면 여차리 415,010-7797-1947,00:00-23:59,00:00-23:59,-
P468,강화 어나더153 애견펜션,D003,인천광역시 강화군 화도면 동막리 211-13,010-9194-4355,00:00-23:59,00:00-23:59,-
P469,강화 제임스펜션,D003,인천광역시 강화군 내가면 고천리 830-5,010-3294-8426,00:00-23:59,00:00-23:59,-
P470,강화 터 펜션,D003,인천광역시 강화군 화도면 여차리 933,010-8681-5228,00:00-23:59,00:00-23:59,-
P471,강화 팽나무 펜션,D003,인천광역시 강화군 화도면 장화리 800,0505-765-0603,00:00-23:59,00:00-23:59,-
P472,강화 풍경소리펜션,D003,인천광역시 강화군 화도면 여차리 764,010-2227-3356,00:00-23:59,00:00-23:59,-
P473,강화 하늘바다글램핑,D004,인천광역시 강화군 길상면 동검리 125-96,010-7615-7801,00:00-23:59,00:00-23:59,-
P474,강화 해마루 펜션,D003,인천광역시 강화군 화도면 여차리 910,0505-356-9601,00:00-23:59,00:00-23:59,-
P475,강화 향기정원 애견동반펜션,D003,인천광역시 강화군 화도면 여차리 473,0505-356-9552,00:00-23:59,00:00-23:59,-
P476,거제 그린휴펜션,D003,경상남도 거제시 일운면 망치리 122,010-3157-0000,00:00-23:59,00:00-23:59,-
P477,거제 도그애견펜션,D003,경상남도 거제시 일운면 망치리 9-42,010-8605-9871,00:00-23:59,00:00-23:59,-
P478,거제 락스파 키즈펜션,D003,경상남도 거제시 동부면 오송리 821-3,055-632-4840,00:00-23:59,00:00-23:59,-
P479,거제 매미성 하늘정원펜션,D003,경상남도 거제시 장목면 대금리 69-2,010-3597-3596,00:00-23:59,00:00-23:59,-
P480,거제 바닐라펜션,D003,경상남도 거제시 동부면 학동리 328-4,010-5838-3284,00:00-23:59,00:00-23:59,-
P481,거제 베일리펜션,D003,경상남도 거제시 사등면 창호리 327-3,010-4151-3373,00:00-23:59,00:00-23:59,-
P482,거제 섬마을펜션,D003,경상남도 거제시 일운면 구조라리 736,010-9239-6343,00:00-23:59,00:00-23:59,-
P483,거제 에버그린과파인트리 애견동반펜션,D003,경상남도 거제시 일운면 망치리 731-4,0505-356-9692,00:00-23:59,00:00-23:59,-
P484,거제 여우펜션,D003,경상남도 거제시 남부면 저구리 349,010-5080-0076,00:00-23:59,00:00-23:59,-
P485,거제 여울애견펜션,D003,경상남도 거제시 남부면 다포리 38-13,010-9121-3923,00:00-23:59,00:00-23:59,-
P486,거제 오션스테이펜션,D003,경상남도 거제시 거제면 외간리 636-7,010-8986-8838,00:00-23:59,00:00-23:59,-
P487,거제 외도벨리애견펜션,D003,경상남도 거제시 일운면 망치리 58,010-7599-6698,00:00-23:59,00:00-23:59,-
P488,거제 칠천도 한실펜션,D003,경상남도 거제시 하청면 대곡리 470-2,010-9909-5702,00:00-23:59,00:00-23:59,-
P489,거제 칠천도와라펜션,D003,경상남도 거제시 하청면 대곡리 46-3,010-4482-2284,00:00-23:59,00:00-23:59,-
P490,거제 푸조와곰솔 A동 애견펜션,D003,경상남도 거제시 동부면 학동리 245-1,010-6877-3092,00:00-23:59,00:00-23:59,-
P491,거제 해돋이애견펜션,D003,경상남도 거제시 장목면 송진포리 198-13,010-9632-2020,00:00-23:59,00:00-23:59,-
P492,거제비치하우스애견펜션,D003,경상남도 거제시 장목면 대금리 425-1,055-633-1124,00:00-23:59,00:00-23:59,-
P493,경주 감포 별빛한옥펜션,D003,경상북도 경주시 감포읍 감포리 139-4,010-2458-0351,00:00-23:59,00:00-23:59,-
P494,경주 감포 행복독채펜션,D003,경상북도 경주시 감포읍 나정리 301,010-8924-7373,00:00-23:59,00:00-23:59,-
P495,경주 더마린풀빌라,D003,경상북도 경주시 감포읍 오류리 300-9,010-8882-7434,00:00-23:59,00:00-23:59,-
P496,경주 런앤독스,D003,경상북도 경주시 감포읍 대본리 841-3,010-9990-2285,00:00-23:59,00:00-23:59,-
P497,경주 리얼스틸 펜션,D003,경상북도 경주시 양남면 하서리 1483,010-3878-9290,00:00-23:59,00:00-23:59,-
P498,경주 리우네키즈풀빌라,D003,경상북도 경주시 하동 744-2,010-6346-1198,00:00-23:59,00:00-23:59,-
P499,경주 미담한옥풀빌라,D003,경상북도 경주시 외동읍 신계리 788,010-5947-1557,00:00-23:59,00:00-23:59,-
P500,경주 비치힐풀빌라,D003,경상북도 경주시 감포읍 오류리 353-1,070-4610-5868,00:00-23:59,00:00-23:59,-
P501,경주 산내황금펜션,D003,경상북도 경주시 산내면 대현리 1959-28,010-2398-6866,00:00-23:59,00:00-23:59,-
P502,경주 아라뜰 한옥펜션,D003,경상북도 경주시 감포읍 감포리 140-1,010-4423-1584,00:00-23:59,00:00-23:59,-
P503,경주 오션 1527,D003,경상북도 경주시 감포읍 대본리 490-10,010-8552-1527,00:00-23:59,00:00-23:59,-
P504,경주 오아시스펜션,D003,경상북도 경주시 구정동 17-6,010-9543-0025,00:00-23:59,00:00-23:59,-
P505,경주 오푸스11 풀빌라,D003,경상북도 경주시 천북면 성지리 557-2,010-2459-7711,00:00-23:59,00:00-23:59,-
P506,경주 위클라드 애견풀빌라,D003,경상북도 경주시 외동읍 죽동리 396-13,010-8839-0703,00:00-23:59,00:00-23:59,-
P507,경주 이사금빌리지펜션,D003,경상북도 경주시 진현동 63-29,054-776-9532,00:00-23:59,00:00-23:59,-
P508,경주 참맑은아침 애견동반 펜션,D003,경상북도 경주시 하동 748-2,0505-356-9553,00:00-23:59,00:00-23:59,-
P509,경주 페리토애견펜션,D003,경상북도 경주시 하동 836-16,010-3908-7998,00:00-23:59,00:00-23:59,-
P510,경주 햇살가득애견펜션,D003,경상북도 경주시 하동 751-13,010-4009-7999,00:00-23:59,00:00-23:59,-
P511,경주 헤이미쉬풀빌라,D003,경상북도 경주시 마동 1082-261,010-2144-2272,00:00-23:59,00:00-23:59,-
P512,경주신라한옥호텔,D003,경상북도 경주시 효현동 1272,010-2630-3588,00:00-23:59,00:00-23:59,-
P513,계룡 입암펜션(구. 유쓰펜션),D003,충청남도 계룡시 두마면 입암리 422,042-551-1500,00:00-23:59,00:00-23:59,-
P514,계룡산 동학사스타펜션,D003,충청남도 공주시 반포면 학봉리 696-14,042-825-4700,00:00-23:59,00:00-23:59,-
P515,계룡산동학사펜션,D003,충청남도 공주시 반포면 학봉리 696-13,042-825-5700,00:00-23:59,00:00-23:59,-
P516,고성 1박2일펜션,D003,강원도 고성군 토성면 봉포리 166-5,033-633-2553,00:00-23:59,00:00-23:59,-
P517,고성 도토리하우스,D003,경상남도 고성군 하일면 학림리 367-2,055-672-2580,00:00-23:59,00:00-23:59,-
P518,고성 바닷가펜션,D003,강원도 고성군 죽왕면 문암진리 185-24,010-7108-6935,00:00-23:59,00:00-23:59,-
P519,고성 보니블루 애견펜션,D003,강원도 고성군 죽왕면 문암진리 253-13,010-4478-8811,00:00-23:59,00:00-23:59,-
P520,고성 설악의정원 애견펜션&카페,D003,강원도 고성군 토성면 원암리 259-4,010-4310-2804,00:00-23:59,00:00-23:59,-
P521,고성 씨엔스타 애견동반펜션,D003,강원도 고성군 죽왕면 가진리 240-11,0505-765-0640,00:00-23:59,00:00-23:59,-
P522,고성 얼음골 공원휴양지,D004,경상남도 고성군 상리면 동산리 140-1,010-2546-0874,00:00-23:59,00:00-23:59,-
P523,고성 오즈펜션,D003,강원도 고성군 죽왕면 문암진리 463-43,010-2491-1438,00:00-23:59,00:00-23:59,-
P524,고성 코무네,D003,강원도 고성군 토성면 운봉리 66-15,010-6755-3818,00:00-23:59,00:00-23:59,-
P525,고성 펜션 Go성,D003,강원도 고성군 죽왕면 문암진리 463-40,010-5193-0100,00:00-23:59,00:00-23:59,-
P526,고성 펫클라스펜션,D003,강원도 고성군 죽왕면 문암진리 259-13,010-7932-8872,00:00-23:59,00:00-23:59,-
P527,고흥 남열해돋이펜트하우스,D003,전라남도 고흥군 영남면 남열리 796,010-2817-8997,00:00-23:59,00:00-23:59,-
P528,고흥 누림펜션,D003,전라남도 고흥군 동일면 봉영리 1194-1,010-8546-0726,00:00-23:59,00:00-23:59,-
P529,공주 곰나루 애견펜션,D003,충청남도 공주시 사곡면 월가리 1021-12,041-841-9900,00:00-23:59,00:00-23:59,-
P530,공주 하얀펜션,D003,충청남도 공주시 사곡면 회학리 349,010-3146-6572,00:00-23:59,00:00-23:59,-
P531,광안리 제이스테이 펜트하우스,D003,부산광역시 수영구 광안동 200-4,010-9711-4861,00:00-23:59,00:00-23:59,-
P532,광주 트윈스펜션,D003,경기도 광주시 퇴촌면 우산리 78-5,010-3895-6034,00:00-23:59,00:00-23:59,-
P533,괴산 오테힐펜션,D003,충청북도 괴산군 괴산읍 능촌리 1064,010-6242-4855,00:00-23:59,00:00-23:59,-
P534,구례 시크릿가든,D003,전라남도 구례군 토지면 외곡리 159-4,010-4759-4674,00:00-23:59,00:00-23:59,-
P535,구례 지리산파파스펜션,D003,전라남도 구례군 토지면 외곡리 777-5,010-5682-5432,00:00-23:59,00:00-23:59,-
P536,군산 선유도리조트,D003,전라북도 군산시 옥도면 선유도리 207-2,063-471-0999,00:00-23:59,00:00-23:59,-
P537,군산 선유도리조트,D005,전라북도 군산시 옥도면 선유도리 207-2,063-471-0999,00:00-23:59,00:00-23:59,-
P538,군위 힐링펜션,D003,경상북도 군위군 부계면 남산리 739,010-7124-6994,00:00-23:59,00:00-23:59,-
P539,글램독 거제동부 풀빌라,D003,경상남도 거제시 동부면 가배리 740-19,010-8663-2597,00:00-23:59,00:00-23:59,-
P540,글램독 경주,D003,경상북도 경주시 천북면 물천리 874,010-2006-2597,00:00-23:59,00:00-23:59,-
P541,글램독 영흥도,D003,인천광역시 옹진군 영흥면 외리 6-4,010-8650-2597,00:00-23:59,00:00-23:59,-
P542,글램독 통영,D003,경상남도 통영시 광도면 용호리 144-1,010-3516-2597,00:00-23:59,00:00-23:59,-
P543,김천 오색애견펜션,D003,경상북도 김천시 남면 오봉리 708-2,010-7484-5953,00:00-23:59,00:00-23:59,-
P544,남양주 깊은산속 옹달샘펜션,D003,경기도 남양주시 수동면 외방리 257-1,031-565-0011,00:00-23:59,00:00-23:59,-
P545,남양주 더드림핑,D004,경기도 남양주시 화도읍 금남리 123,031-595-2345,00:00-23:59,00:00-23:59,-
P546,남양주 아지트261,D003,경기도 남양주시 수동면 입석리 422-4,010-4376-0735,00:00-23:59,00:00-23:59,-
P547,남원 하늘정원 빌리지,D003,전라북도 남원시 산내면 덕동리 323,010-3604-3013,00:00-23:59,00:00-23:59,-
P548,남이섬 설리조트,D003,강원도 춘천시 남산면 백양리 192-13,010-8544-3009,00:00-23:59,00:00-23:59,-
P549,남이섬 자유인의 카라반,D004,강원도 춘천시 남산면 백양리 159,010-3275-9981,00:00-23:59,00:00-23:59,-
P550,남해 모모토토펜션,D003,경상남도 남해군 남면 홍현리 426,010-9747-2686,00:00-23:59,00:00-23:59,-
P551,남해 바닷가별장펜션,D003,경상남도 남해군 이동면 신전리 956-1,055-862-1999,00:00-23:59,00:00-23:59,-
P552,남해 알함브라 스파펜션,D003,경상남도 남해군 남면 선구리 1382,0505-356-9599,00:00-23:59,00:00-23:59,-
P553,남해 팰리스1470 스파풀빌라,D003,경상남도 남해군 남면 평산리 1004,0505-356-9690,00:00-23:59,00:00-23:59,-
P554,남해독일마을 노이하우스,D003,경상남도 남해군 삼동면 물건리 1133,010-3343-4537,00:00-23:59,00:00-23:59,-
P555,논산 1박2일 펜션,D003,충청남도 논산시 연무읍 금곡리 304-7,041-742-2429,00:00-23:59,00:00-23:59,-
P556,논산 열린펜션,D003,충청남도 논산시 연무읍 마산리 704-112,010-7674-1210,00:00-23:59,00:00-23:59,-
P557,논산 예다움사랑채,D003,충청남도 논산시 벌곡면 수락리 128-2,010-7400-1321,00:00-23:59,00:00-23:59,-
P558,논산 호수와노을펜션,D003,충청남도 논산시 부적면 신풍리 257-7,010-4542-2421,00:00-23:59,00:00-23:59,-
P559,논산훈련소 우리집펜션,D003,충청남도 논산시 연무읍 황화정리 958-2,010-5008-7208,00:00-23:59,00:00-23:59,-
P560,단양 별무리펜션,D003,충청북도 단양군 가곡면 어의곡리 240,010-7310-0785,00:00-23:59,00:00-23:59,-
P561,단양 우리한옥펜션,D003,충청북도 단양군 가곡면 대대리 703,010-7310-0785,00:00-23:59,00:00-23:59,-
P562,단양 추억펜션,D003,충청북도 단양군 가곡면 가대리 1127,010-3789-7322,00:00-23:59,00:00-23:59,-
P563,단양 펜션톡,D003,충청북도 단양군 영춘면 남천리 114-1,010-3910-7487,00:00-23:59,00:00-23:59,-
P564,대부도 미림펜션 (본관),D003,인천광역시 옹진군 영흥면 내리 1562-2,010-8450-3379,00:00-23:59,00:00-23:59,-
P565,대부도 미림펜션 (신관),D003,인천광역시 옹진군 영흥면 내리 1562-2,010-8450-3379,00:00-23:59,00:00-23:59,-
P566,대부도 프린스,D003,경기도 안산시 단원구 선감동 708,070-8842-5607,00:00-23:59,00:00-23:59,-
P567,대성리 그린몽키펜션,D003,경기도 가평군 청평면 대성리 402-3,010-2825-4685,00:00-23:59,00:00-23:59,-
P568,대천 골든비치 펜션,D005,충청남도 보령시 신흑동 1821,041-931-3232,00:00-23:59,00:00-23:59,-
P569,대천 라온펜션,D003,충청남도 보령시 신흑동 2304-1,041-934-5076,00:00-23:59,00:00-23:59,-
P570,대천 르네상스펜션스테이,D003,충청남도 보령시 신흑동 2006,010-8784-9966,00:00-23:59,00:00-23:59,-
P571,대천 예쁜펜션,D003,충청남도 보령시 신흑동 2303-7,010-7532-6500,00:00-23:59,00:00-23:59,-
P572,덕적도 365 아일랜드 펜션,D003,인천광역시 옹진군 덕적면 서포리 377,010-5332-1164,00:00-23:59,00:00-23:59,-
P573,동해 동해를그리다 펜션,D003,강원도 동해시 대진동 187,010-5406-2209,00:00-23:59,00:00-23:59,-
P574,동해 망상파란펜션,D003,강원도 동해시 망상동 362-4,010-9895-0790,00:00-23:59,00:00-23:59,-
P575,동해 망상펜션,D003,강원도 동해시 망상동 390-8,010-6893-4555,00:00-23:59,00:00-23:59,-
P576,동해 스타비치펜션,D003,강원도 동해시 망상동 363-1,010-6368-3772,00:00-23:59,00:00-23:59,-
P577,동해 알로하펜션,D003,강원도 동해시 망상동 380,010-3259-3077,00:00-23:59,00:00-23:59,-
P578,동해 하루 펜션,D003,강원도 동해시 어달동 64,0505-679-2914,00:00-23:59,00:00-23:59,-
P579,동해 황토흙펜션 꿈의대화,D003,강원도 동해시 만우동 295-1,010-8878-0359,00:00-23:59,00:00-23:59,-
P580,무주 그랜드펜션,D003,전라북도 무주군 설천면 삼공리 530-12,010-4449-1023,00:00-23:59,00:00-23:59,-
P581,무주 빨간지붕펜션,D003,전라북도 무주군 설천면 심곡리 661-2,010-8241-0808,00:00-23:59,00:00-23:59,-
P582,무주 산새소리펜션,D003,전라북도 무주군 설천면 삼공리 530-5,063-324-2050,00:00-23:59,00:00-23:59,-
P583,무주 잉카 애견펜션,D003,전라북도 무주군 적상면 괴목리 1515-6,063-324-0716,00:00-23:59,00:00-23:59,-
P584,무주아이리스펜션,D003,전라북도 무주군 설천면 삼공리 733-1,010-3751-7897,00:00-23:59,00:00-23:59,-
P585,문경 여우펜션,D003,경상북도 문경시 문경읍 중평리 332-1,054-571-0669,00:00-23:59,00:00-23:59,-
P586,밀양 로그펜션,D003,경상남도 밀양시 산외면 희곡리 972-8,010-4825-3674,00:00-23:59,00:00-23:59,-
P587,바다향기애애견펜션,D003,충청남도 태안군 안면읍 황도리 59-21,010-6220-9740,00:00-23:59,00:00-23:59,-
P588,백담새소리펜션,D003,강원도 인제군 북면 용대리 1076,010-4087-7738,00:00-23:59,00:00-23:59,-
P589,보령 레인보우풀빌라펜션,D003,충청남도 보령시 웅천읍 독산리 674-5,010-3379-3738,00:00-23:59,00:00-23:59,-
P590,보은 크로바펜션,D003,충청북도 보은군 산외면 이식리 산 43-9,010-3891-0100,00:00-23:59,00:00-23:59,-
P591,부산 반딧불이펜션,D003,부산광역시 기장군 장안읍 기룡리 675,051-727-7105,00:00-23:59,00:00-23:59,-
P592,부산 포레스트펜션,D003,부산광역시 해운대구 송정동 203-6,010-9981-5144,00:00-23:59,00:00-23:59,-
P593,부산 해운대영무파라드호텔,D005,부산광역시 해운대구 중동 1124-8,051-743-0003,00:00-23:59,00:00-23:59,-
P594,부안 석란정펜션,D003,전라북도 부안군 진서면 석포리 306-2,063-582-9781,00:00-23:59,00:00-23:59,-
P595,산청 럭셔리 글램핑W,D004,경상남도 산청군 산청읍 내리 741,055-974-3642,00:00-23:59,00:00-23:59,-
P596,산청 펫 글램핑,D004,경상남도 산청군 금서면 자혜리 443,055-972-1564,00:00-23:59,00:00-23:59,-
P597,삼척 그린향 펜션,D003,강원도 삼척시 근덕면 용화리 136,0505-765-0457,00:00-23:59,00:00-23:59,-
P598,삼척 바다소나무,D003,강원도 삼척시 근덕면 하맹방리 175,033-573-8411,00:00-23:59,00:00-23:59,-
P599,삼척 정원가든 펜션,D003,강원도 삼척시 근덕면 용화리 403,0505-679-2926,00:00-23:59,00:00-23:59,-
P600,삼척 힐링캠프 펜션,D003,강원도 삼척시 근덕면 용화리 169,0505-356-9606,00:00-23:59,00:00-23:59,-
P601,서귀포 늘바다 애견동반펜션,D003,제주특별자치도 서귀포시 안덕면 창천리 705-7,0505-765-0609,00:00-23:59,00:00-23:59,-
P602,서귀포 다와풀빌라 애견동반펜션,D003,제주특별자치도 서귀포시 안덕면 창천리,0505-765-0697,00:00-23:59,00:00-23:59,-
P603,서귀포 리빙스톤 펜션,D003,제주특별자치도 서귀포시 법환동 1029,010-5225-0402,00:00-23:59,00:00-23:59,-
P604,서귀포 마녀의언덕,D003,제주특별자치도 서귀포시 하예동 701-3,010-8276-4496,00:00-23:59,00:00-23:59,-
P605,서귀포 비울채울 펜션,D003,제주특별자치도 서귀포시 보목동 1569,064-732-0388,00:00-23:59,00:00-23:59,-
P606,서귀포 숲섬민박,D003,제주특별자치도 서귀포시 보목동 1174-14,010-3696-5040,00:00-23:59,00:00-23:59,-
P607,서귀포 예이츠 산장,D003,제주특별자치도 서귀포시 남원읍 하례리 1876-1,064-767-3746,00:00-23:59,00:00-23:59,-
P608,서귀포 웨스티하우스펜션,D003,제주특별자치도 서귀포시 안덕면 감산리 210-5,064-792-2933,00:00-23:59,00:00-23:59,-
P609,서귀포 중문빌리지,D003,제주특별자치도 서귀포시 하예동 141,064-738-3151,00:00-23:59,00:00-23:59,-
P610,서귀포 채우리네펜션,D003,제주특별자치도 서귀포시 토평동 610-9,010-9321-5380,00:00-23:59,00:00-23:59,-
P611,서울 북한산글램핑&카라반,D004,서울특별시 은평구 진관동 330-14,010-7652-0734,00:00-23:59,00:00-23:59,-
P612,서천 라온펠리스펜션,D003,충청남도 서천군 서면 도둔리 477,010-4123-1139,00:00-23:59,00:00-23:59,-
P613,서천 해양글램핑,D004,충청남도 서천군 서면 마량리 90-3,010-6360-5745,00:00-23:59,00:00-23:59,-
P614,선재도 아리랑힐호텔&리조트,D003,인천광역시 옹진군 영흥면 선재리 642-2,선재도 아리랑힐호텔&리조트,00:00-23:59,00:00-23:59,-
P615,선재도 종이학펜션,D003,인천광역시 옹진군 영흥면 선재리 487-21,032-889-5577,00:00-23:59,00:00-23:59,-
P616,성주 그린나래 펜션,D003,경상북도 성주군 가천면 용사리 618,010-4444-4329,00:00-23:59,00:00-23:59,-
P617,속초 EST펜션,D003,강원도 속초시 영랑동 147-3,033-633-2345,00:00-23:59,00:00-23:59,-
P618,속초 쏠라리움 가시버시 펜션,D003,강원도 속초시 조양동 1463-36,010-4655-4936,00:00-23:59,00:00-23:59,-
P619,속초애견펜션 양양해피플레이스,D003,강원도 양양군 강현면 중복리 109-2,010-2750-2749,00:00-23:59,00:00-23:59,-
P620,순천 라온하우스애견펜션,D003,전라남도 순천시 왕지동 14-1,010-9614-7188,00:00-23:59,00:00-23:59,-
P621,순천만 뉴빌리지펜션,D003,전라남도 순천시 대대동 89-47,010-2888-0880,00:00-23:59,00:00-23:59,-
P622,순천만 로맨스펜션,D003,전라남도 순천시 대대동 88-24,061-745-8000,00:00-23:59,00:00-23:59,-
P623,순천만 스테이배펜션,D003,전라남도 순천시 대대동 597-3,010-4126-9060,00:00-23:59,00:00-23:59,-
P624,순천만 예랑펜션,D003,전라남도 순천시 해룡면 선학리 504,010-9467-3624,00:00-23:59,00:00-23:59,-
P625,순천만 행복한하루펜션,D003,전라남도 순천시 대대동 595-4,061-742-5002,00:00-23:59,00:00-23:59,-
P626,안동 도그락애견펜션,D003,경상북도 안동시 서후면 금계리 672,054-853-0709,00:00-23:59,00:00-23:59,-
P627,안동 하회로 가는 펜션,D003,경상북도 안동시 풍산읍 소산리 45-5,010-5388-6954,00:00-23:59,00:00-23:59,-
P628,안동 해적선펜션,D003,경상북도 안동시 정상동 556-1,010-2710-3555,00:00-23:59,00:00-23:59,-
P629,안동 해적선펜션,D004,경상북도 안동시 정상동 556-1,010-2710-3555,00:00-23:59,00:00-23:59,-
P630,안동 힐링 팜,D003,경상북도 안동시 도산면 운곡리 54,010-9916-2016,00:00-23:59,00:00-23:59,-
P631,안면도 꽃지메모리애견독채펜션,D003,충청남도 태안군 안면읍 승언리 3201,010-8470-5592,00:00-23:59,00:00-23:59,-
P632,안면도 꽃지바다이야기펜션,D003,충청남도 태안군 안면읍 승언리 211,010-2782-4380,00:00-23:59,00:00-23:59,-
P633,안면도 꽃지통나무애견펜션,D003,충청남도 태안군 안면읍 승언리 249-64,010-7612-2571,00:00-23:59,00:00-23:59,-
P634,안면도 꽃지해송펜션,D003,충청남도 태안군 안면읍 승언리 173-5,010-3265-4250,00:00-23:59,00:00-23:59,-
P635,안면도 더마루애견펜션,D003,충청남도 태안군 안면읍 창기리 1236-4,010-9411-2447,00:00-23:59,00:00-23:59,-
P636,안면도 도담도담 펜션,D003,충청남도 태안군 안면읍 창기리 1362-9,010-5155-6501,00:00-23:59,00:00-23:59,-
P637,안면도 로그하우스펜션,D003,충청남도 태안군 안면읍 황도리 8-34,010-3207-6798,00:00-23:59,00:00-23:59,-
P638,안면도 바다정원 애견동반펜션,D003,충청남도 태안군 안면읍 승언리 339-295,010-9031-3142,00:00-23:59,00:00-23:59,-
P639,안면도 브루나이펜션,D003,충청남도 태안군 안면읍 승언리 339-142,010-2332-7366,00:00-23:59,00:00-23:59,-
P640,안면도 비치하우스,D003,충청남도 태안군 안면읍 승언리 3098,041-673-9250,00:00-23:59,00:00-23:59,-
P641,안면도 서쪽하늘펜션,D003,충청남도 태안군 안면읍 창기리 292-66,010-5942-9911,00:00-23:59,00:00-23:59,-
P642,안면도 송죽가헌,D003,충청남도 태안군 안면읍 승언리 112,041-673-6631,00:00-23:59,00:00-23:59,-
P643,안면도 시골똥개애견펜션,D003,충청남도 태안군 안면읍 승언리 339-182,010-7907-5953,00:00-23:59,00:00-23:59,-
P644,안면도 써니의펜션스토리,D003,충청남도 태안군 안면읍 승언리 1341-8,010-5813-9875,00:00-23:59,00:00-23:59,-
P645,안면도 썬샤인애견펜션,D003,충청남도 태안군 안면읍 승언리 1906-1,010-2933-5828,00:00-23:59,00:00-23:59,-
P646,안면도 언제나맑음펜션,D003,충청남도 태안군 안면읍 창기리 277-15,010-5228-2378,00:00-23:59,00:00-23:59,-
P647,안면도 퍼피21애견펜션,D003,충청남도 태안군 안면읍 창기리 1260-31,010-5383-1812,00:00-23:59,00:00-23:59,-
P648,안면도 퍼피랜드 애견펜션,D003,충청남도 태안군 안면읍 승언리 1962,010-4358-6023,00:00-23:59,00:00-23:59,-
P649,안면도 프리독애견펜션,D003,충청남도 태안군 안면읍 승언리 1959-9,010-9298-3664,00:00-23:59,00:00-23:59,-
P650,안산 부엉이펜션,D003,경기도 안산시 단원구 대부남동 3-108,010-9082-3363,00:00-23:59,00:00-23:59,-
P651,안산 천둥소리,D003,경기도 안산시 단원구 선감동 696-2,010-8325-5583,00:00-23:59,00:00-23:59,-
P652,양산 배내피트펜션,D003,경상남도 양산시 원동면 대리 443,010-4560-3933,00:00-23:59,00:00-23:59,-
P653,양양 그랑블루글램핑,D004,강원도 양양군 강현면 용호리 120-1,010-9482-3108,00:00-23:59,00:00-23:59,-
P654,양양 그린피아펜션,D003,강원도 양양군 양양읍 월리 371-5,010-3610-3774,00:00-23:59,00:00-23:59,-
P655,양양 낙산 월드하우스,D003,강원도 양양군 강현면 주청리 7-18,033-672-2892,00:00-23:59,00:00-23:59,-
P656,양양 더퍼피즈블루오션,D003,강원도 양양군 강현면 정암리 17-1,010-4278-8987,00:00-23:59,00:00-23:59,-
P657,양양 딜라이트 펜션,D003,강원도 양양군 손양면 동호리 85-7,010-9852-3356,00:00-23:59,00:00-23:59,-
P658,양양 바람불이펜션,D003,강원도 양양군 서면 오색리 391-3,033-672-4458,00:00-23:59,00:00-23:59,-
P659,양양 발렌타인애견펜션,D003,강원도 양양군 손양면 상왕도리 742,010-8131-0131,00:00-23:59,00:00-23:59,-
P660,양양 보노펜션,D003,강원도 양양군 손양면 동호리 1-53,010-9015-5209,00:00-23:59,00:00-23:59,-
P661,양양 빈티지하우스애견펜션,D003,강원도 양양군 손양면 수산리 70,010-9062-2315,00:00-23:59,00:00-23:59,-
P662,양양 서퍼스파라다이스 STAY,D003,강원도 양양군 현남면 인구리 631-4,010-9212-3096,00:00-23:59,00:00-23:59,-
P663,양양 숲속의집 애견동반펜션,D003,강원도 양양군 현북면 어성전리 58,033-673-9597,00:00-23:59,00:00-23:59,-
P664,양양 슬로우스테이 펜션,D003,강원도 양양군 현남면 북분리 342-1,0505-765-0613,00:00-23:59,00:00-23:59,-
P665,양양 아쇼카펜션,D003,강원도 양양군 손양면 동호리 1-26,010-8322-6495,00:00-23:59,00:00-23:59,-
P666,양양 일마레,D003,강원도 양양군 양양읍 월리 371-12,010-4949-1370,00:00-23:59,00:00-23:59,-
P667,양양 자연과우리 펜션,D003,강원도 양양군 현북면 어성전리 815,010-6681-7326,00:00-23:59,00:00-23:59,-
P668,양양 풀빛둥지펜션,D003,강원도 양양군 현북면 장리 165-21,033-673-7747,00:00-23:59,00:00-23:59,-
